,Rank,Company,Revenues  ($ millions),Profits  ($ millions),Year
67,168,White Motor,1355.1,21.7,1977
68,169,U.S. Industries,1346.7,28.1,1977
69,170,American Broadcasting,1342.2,71.7,1977
70,171,Eli Lilly,1340.6,200.2,1977
71,172,Safety-Kleen,1331.9,30.4,1977
72,173,Control Data,1331.0,48.6,1977
73,174,Manville,1308.8,53.4,1977
74,175,NL Industries,1285.5,58.8,1977
75,176,Heublein,1282.5,73.1,1977
76,177,Walter Industries,1271.9,71.0,1977
77,178,Coltec Industries,1266.5,61.6,1977
78,179,Northrop Grumman,1265.0,36.3,1977
79,180,Clark Equipment,1261.0,68.1,1977
80,181,Imcera Group,1260.0,135.4,1977
81,182,White Consolidated Industries,1248.1,51.5,1977
82,183,Land O'Lakes,1241.6,N.A.,1977
83,184,Kidde,1233.0,61.5,1977
84,185,Gould,1225.4,66.0,1977
85,186,Levi Strauss,1219.7,104.8,1977
86,187,Studebaker-Worthington,1216.6,50.2,1977
87,188,Squibb,1214.5,108.2,1977
88,189,Martin Marietta,1213.1,78.5,1977
89,190,Koppers,1189.2,66.8,1977
90,191,AMAX,1170.5,150.1,1977
91,192,Charter,1157.8,16.9,1977
92,193,Quantum Chemical,1156.4,90.3,1977
93,194,Ethyl,1154.2,69.1,1977
94,195,Rohm & Haas,1152.5,-11.8,1977
95,196,Genesco,1135.1,15.9,1977
96,197,Oscar Mayer,1133.1,33.4,1977
97,198,Amstar,1118.5,43.4,1977
98,199,Carrier,1111.9,34.7,1977
99,200,Hewlett-Packard,1111.6,90.8,1977
0,201,AMF,1111.4,38.2,1977
1,202,Emhart,1106.3,44.0,1977
2,203,Asarco,1103.7,42.3,1977
3,204,Stauffer Chemical,1100.0,113.0,1977
4,205,Sterling Drug,1095.8,82.8,1977
5,206,Hormel Foods,1094.8,14.7,1977
6,207,United Merchants & Mfrs.,1089.2,-19.9,1977
7,208,Crane,1087.6,48.0,1977
8,209,Abbott Laboratories,1084.9,92.5,1977
9,210,Owens Corning,1079.2,71.8,1977
10,211,Commonwealth Oil Refining,1071.4,-32.1,1977
11,212,FINA,1071.0,45.5,1977
12,213,Tesoro,1070.1,28.8,1977
13,214,Foster Wheeler,1061.7,20.5,1977
14,215,Budd,1060.9,27.2,1977
15,216,GAF,1060.5,19.7,1977
16,217,Time Warner,1038.2,67.1,1977
17,218,Cummins,1030.5,58.6,1977
18,219,Corning,1025.9,83.7,1977
19,220,Pharmacia,1025.5,77.6,1977
20,221,Pennzoil,1021.4,167.7,1977
21,222,Kaiser Industries,1015.9,66.7,1977
22,223,Pet,1010.6,23.7,1977
23,224,McGraw-Edison,1007.4,56.5,1977
24,225,Union Camp,1003.0,118.6,1977
25,226,Williams,1002.6,61.2,1977
26,227,Paccar,1001.4,50.6,1977
27,228,Jos. Schlitz Brewing,1000.0,49.9,1977
28,229,Murphy Oil,986.4,48.9,1977
29,230,Armstrong Holdings,981.2,64.7,1977
30,231,Zenith Electronics,978.2,38.6,1977
31,232,Times Mirror,964.8,69.5,1977
32,233,USG,962.9,36.8,1977
33,234,Kennecott,956.3,8.8,1977
34,235,Revlon,955.6,81.5,1977
35,236,Sunbeam/Oster,953.8,33.5,1977
36,237,Container Corp. of America,953.3,64.1,1977
37,238,Sherwin-Williams,952.0,18.4,1977
38,239,Polaroid,950.0,79.7,1977
39,240,Phelps Dodge,942.4,43.4,1977
40,241,J.E. Seagram,939.8,32.2,1977
41,242,Chromalloy American,937.3,28.1,1977
42,243,Wheeling Pittsburgh,931.2,3.2,1977
43,244,Allegheny International,929.3,7.0,1977
44,245,Westvaco,922.4,56.8,1977
45,246,National Can,916.9,20.7,1977
46,247,Brunswick,914.9,41.7,1977
47,248,Crown Holdings,909.9,46.2,1977
48,249,Marmon Group,908.4,45.2,1977
49,250,Castle & Cooke,905.0,37.9,1977
50,251,Gold Kist Holdings,892.9,N.A.,1977
51,252,Diamond International,887.1,49.9,1977
52,253,Timken,884.4,60.9,1977
53,254,Schering-Plough,871.5,157.1,1977
54,255,Aeroquip-Vickers,871.5,58.9,1977
55,256,Brown Shoe,854.3,21.0,1977
56,257,Peabody Holding,849.0,30.8,1977
57,258,Tosco,848.3,8.0,1977
58,259,Great Northern Nekoosa,844.6,58.3,1977
59,260,BOC,837.4,54.0,1977
60,261,Warner Communications,826.8,61.2,1977
61,262,Clorox,822.1,27.3,1977
62,263,Staley Continental,819.4,37.7,1977
63,264,Air Products & Chem.,818.2,63.5,1977
64,265,Eltra,816.6,40.7,1977
65,266,MBPXL,814.7,6.5,1977
66,267,MCA,802.9,90.2,1977
67,268,Intl. Multifoods,800.8,16.4,1977
68,269,Kane-Miller,799.9,7.0,1977
69,270,Evans Products,781.3,30.4,1977
70,271,St. Joe Minerals,778.3,68.7,1977
71,272,Pennwalt Corp,777.3,34.9,1977
72,273,G.D. Searle,761.4,61.5,1977
73,274,Anderson Clayton,759.3,35.6,1977
74,275,Lever Brothers,753.4,12.0,1977
75,276,Black & Decker,748.2,42.4,1977
76,277,Chesebrough-Pond's,747.0,54.1,1977
77,278,Trans Union,746.7,43.2,1977
78,279,Richardson-Vicks,745.9,48.4,1977
79,280,Digital Equipment,736.3,73.4,1977
80,281,Blue Bell,730.4,56.6,1977
81,282,Akzona,728.6,5.6,1977
82,283,Liggett Group,719.2,36.2,1977
83,284,Lone Star Industries,718.9,27.2,1977
84,285,Premcor,718.4,9.4,1977
85,286,Whittaker,713.8,13.5,1977
86,287,WestPoint Stevens,713.5,26.9,1977
87,288,Eastern Gas & Fuel Associates,711.3,65.7,1977
88,289,Interlake,708.9,37.9,1977
89,290,Universal Leaf Tobacco,706.1,18.0,1977
90,291,Campbell Taggart,697.8,21.3,1977
91,292,Lear Siegler,694.3,25.4,1977
92,293,Hammermill Paper,689.9,22.8,1977
93,294,Baxter International,681.4,60.4,1977
94,295,Knight-Ridder,677.5,52.3,1977
95,296,US Pharmaceuticals,673.5,72.0,1977
96,297,Certainteed,665.0,36.6,1977
97,298,Reliance Electric,664.1,42.2,1977
98,299,General Host,652.0,-14.6,1977
99,300,Rexnord,634.9,36.2,1977
0,301,ACF Industries,631.1,34.0,1977
1,302,Joy Technologies,630.5,47.6,1977
2,303,Norton,629.9,27.5,1977
3,304,Anchor Hocking,628.7,27.4,1977
4,305,Avco,628.6,92.9,1977
5,306,Mohasco,624.5,13.8,1977
6,307,Scovill,624.3,22.2,1977
7,308,Potlatch,624.1,47.7,1977
8,309,Avnet,621.5,35.4,1977
9,310,A.O. Smith,619.5,17.2,1977
10,311,Springs Industries,617.5,15.1,1977
11,312,General Signal,616.6,31.3,1977
12,313,Carborundum,613.9,32.8,1977
13,314,National Gypsum,613.4,27.4,1977
14,315,Bemis,609.5,15.7,1977
15,316,Sperry & Hutchinson,607.4,24.1,1977
16,317,Newmont Mining,602.1,48.9,1977
17,318,Thiokol,601.8,-6.7,1977
18,319,Pabst Brewing,600.5,32.4,1977
19,320,Sundstrand,594.9,32.7,1977
20,321,Molson Coors Brewing,593.6,76.5,1977
21,322,Harsco,593.4,38.0,1977
22,323,McGraw-Hill,589.8,40.5,1977
23,324,Norin,586.0,-3.0,1977
24,325,Reichhold Chemicals,585.1,16.1,1977
25,326,Cone Mills,584.7,33.2,1977
26,327,R.R. Donnelley & Sons,584.5,41.7,1977
27,328,Hershey Foods,584.3,43.2,1977
28,329,Outboard Marine,581.9,27.3,1977
29,330,Cluett Peabody,580.7,17.0,1977
30,331,CBI Industries,577.1,55.9,1977
31,332,Apogent Technologies,576.4,27.2,1977
32,333,Tecumseh Products,573.8,35.0,1977
33,334,AM International,572.9,6.4,1977
34,335,Hoover,571.9,6.8,1977
35,336,Witco,566.0,23.1,1977
36,337,Cyclops Industries,565.2,11.4,1977
37,338,Louisiana-Pacific,562.3,40.4,1977
38,339,Stanley Works,561.6,27.4,1977
39,340,Cooper Industries,554.5,41.8,1977
40,341,GATX,554.4,33.2,1977
41,342,Baker Hughes,552.6,48.8,1977
42,343,Consolidated Aluminum,551.3,4.3,1977
43,344,Southwest Forest Industries,549.5,8.5,1977
44,345,Willamette Industries,546.1,41.7,1977
45,346,ConAgra Foods,546.1,20.4,1977
46,347,Pitney Bowes,539.2,20.8,1977
47,348,Tyco Laboratories,537.3,20.5,1977
48,349,Hartmarx,534.6,13.8,1977
49,350,Inmont,534.3,20.1,1977
50,351,M. Lowenstein,531.8,8.3,1977
51,352,Alumax,531.4,30.1,1977
52,353,Square D,528.8,44.3,1977
53,354,CF Industries,527.8,N.A.,1977
54,355,Indian Head,525.3,23.7,1977
55,356,AMP,522.0,52.0,1977
56,357,Figgie International,518.5,13.1,1977
57,358,Fairmont Foods,514.9,7.2,1977
58,359,Hunt International Resources,514.6,1.5,1977
59,360,Spencer Foods,514.0,1.2,1977
60,361,Harris,513.9,26.8,1977
61,362,Champion Spark Plug,513.8,45.3,1977
62,363,Thomas J. Lipton,513.1,27.7,1977
63,364,McLouth Steel,512.0,11.0,1977
64,365,Crown Central,511.7,12.1,1977
65,366,Hoerner Waldorf,511.3,32.9,1977
66,367,Becton Dickinson,509.0,40.7,1977
67,368,UV Industries,508.3,34.9,1977
68,369,Peavey,505.8,15.6,1977
69,370,Flintkote,503.9,8.2,1977
70,371,"Libby, McNeill & Libby",502.4,3.5,1977
71,372,Dan River,501.6,9.5,1977
72,373,Amsted Industries,498.5,34.2,1977
73,374,Revere Copper & Brass,498.4,2.2,1977
74,375,Dayco,493.7,12.4,1977
75,376,MacMillan,493.4,17.5,1977
76,377,Cessna Aircraft,493.1,29.7,1977
77,378,Ward Foods,486.5,-16.2,1977
78,379,Bucyrus-Erie,484.5,41.2,1977
79,380,Cook Industries,484.3,22.2,1977
80,381,National Service Industries,482.7,24.9,1977
81,382,Hygrade Food Products,481.1,3.3,1977
82,383,Texasgulf,480.5,62.9,1977
83,384,Sheller-Globe,480.5,20.8,1977
84,385,Saxon Industries,474.7,4.1,1977
85,386,Stokely-Van Camp,470.2,9.0,1977
86,387,Simmons,467.6,10.5,1977
87,388,Purex Industries,465.6,21.4,1977
88,389,Cabot,461.0,29.4,1977
89,390,Chemetron,460.8,13.4,1977
90,391,Bell & Howell,456.8,4.1,1977
91,392,Green Giant,455.4,5.7,1977
92,393,Cannon Mills,453.4,16.0,1977
93,394,New York Times,451.4,22.3,1977
94,395,Lubrizol,450.9,51.0,1977
95,396,NVF,450.0,12.9,1977
96,397,Miles Laboratories,449.7,16.2,1977
97,398,Cincinnati Milacron,448.4,10.0,1977
98,399,VF,448.0,21.5,1977
99,400,American Bakeries,447.6,5.3,1977
0,401,Cutler-Hammer,447.4,18.4,1977
1,402,Signode,445.8,25.4,1977
2,403,Gardner-Denver,443.3,19.9,1977
3,404,Fairchild Camera & Instrument,443.2,12.5,1977
4,405,Superior Oil,441.5,51.4,1977
5,406,Questor,439.4,6.9,1977
6,407,Joy Global,439.2,23.8,1977
7,408,Westmoreland Coal,438.8,48.2,1977
8,409,Trane,438.6,20.1,1977
9,410,Interstate Brands,437.7,3.7,1977
10,411,Kewanee Industries,437.2,35.4,1977
11,412,Federal-Mogul,436.9,26.2,1977
12,413,Quaker State,433.0,25.7,1977
13,414,Brockway,432.3,24.6,1977
14,415,Hobart,430.6,22.3,1977
15,416,Norris Industries,430.5,30.0,1977
16,417,H.P. Hood,429.8,3.1,1977
17,418,Kellwood,425.6,7.3,1977
18,419,Mapco,424.9,56.1,1977
19,420,Masco,423.2,47.0,1977
20,421,Rohr,421.9,-52.1,1977
21,422,Cameron Iron Works,421.8,46.7,1977
22,423,Ex-Cell-O,416.1,25.5,1977
23,424,Envirotech,416.1,10.7,1977
24,425,Midland-Ross,415.9,22.7,1977
25,426,Gannett,413.3,48.0,1977
26,427,Vulcan Materials,411.2,37.2,1977
27,428,American Hoist & Derrick,410.2,17.3,1977
28,429,Parker Hannifin,407.4,19.9,1977
29,430,Bluebird,401.5,3.9,1977
30,431,Eagle-Picher Industries,400.3,22.1,1977
31,432,Arvin Industries,399.7,26.9,1977
32,433,Ball,397.0,13.1,1977
33,434,Wheelabrator-Frye,394.2,18.3,1977
34,435,Inland Container,394.0,27.4,1977
35,436,Natomas,393.8,57.1,1977
36,437,Federal Paper Board,393.6,22.6,1977
37,438,Warnaco Group,393.5,-23.3,1977
38,439,Fleetwood Enterprises,391.9,10.2,1977
39,440,Collins & Aikman,391.7,19.3,1977
40,441,Rath Packing,388.9,-7.3,1977
41,442,Congoleum,388.3,15.7,1977
42,443,General Instrument,387.2,7.2,1977
43,444,Insilco,386.6,19.6,1977
44,445,Monfort of Colorado,386.5,-3.6,1977
45,446,Masonite,386.4,24.1,1977
46,447,Nalco Chemical,385.6,43.6,1977
47,448,Hughes Tool,383.4,39.7,1977
48,449,Jonathan Logan,381.6,12.1,1977
49,450,Flavorland Industries,379.7,4.1,1977
50,451,Ferro,376.5,20.1,1977
51,452,Washington Post,375.7,24.5,1977
52,453,Gerber Products,372.4,22.9,1977
53,454,Hyster,372.3,14.0,1977
54,455,Hanes,372.3,18.4,1977
55,456,Wm. Wrigley Jr.,370.2,30.8,1977
56,457,Tektronix,366.6,30.1,1977
57,458,General Cinema,365.3,17.1,1977
58,459,Thiokol,364.8,20.1,1977
59,460,Dairylea Cooperative,364.1,N.A.,1977
60,461,Hanna Mining,363.5,53.8,1977
61,462,Dover,362.0,31.2,1977
62,463,Avery Dennison,361.9,12.8,1977
63,464,Roper,360.4,11.2,1977
64,465,U.S. Filter,358.2,12.7,1977
65,466,H.K. Porter,356.2,8.9,1977
66,467,Nashua,356.2,8.6,1977
67,468,Belco Petroleum,355.8,31.4,1977
68,469,Frederick & Herrud,354.9,2.5,1977
69,470,Koehring,354.4,8.9,1977
70,471,Dow Corning,353.6,42.7,1977
71,472,Twentieth Century-Fox Film,351.5,10.7,1977
72,473,Applera,349.3,20.5,1977
73,474,GK Technologies,349.2,16.8,1977
74,475,Bausch & Lomb,349.1,15.0,1977
75,476,Handy & Harman,347.8,10.6,1977
76,477,Beech Aircraft,346.9,20.4,1977
77,478,Talley Industries,346.5,11.2,1977
78,479,Louisiana Land & Exploration,346.4,96.7,1977
79,480,Fieldcrest Cannon,345.0,12.4,1977
80,481,Memorex Telex,344.6,40.1,1977
81,482,Acco Industries,344.1,6.5,1977
82,483,Scott & Fetzer,343.0,22.9,1977
83,484,Olinkraft,341.9,33.6,1977
84,485,Varian Associates,341.6,9.4,1977
85,486,Mattel,340.9,25.6,1977
86,487,National Starch & Chemical,339.3,24.5,1977
87,488,Columbia Pictures Industries,338.5,11.5,1977
88,489,International Systems & Controls,338.1,8.4,1977
89,490,Household Manufacturing,337.3,19.4,1977
90,491,Curtiss-Wright,336.7,19.1,1977
91,492,Tyler,336.1,19.3,1977
92,493,Amtel,335.4,2.2,1977
93,494,Ecolab,335.2,19.8,1977
94,495,Idle Wild Foods,333.1,3.9,1977
95,496,Houdaille Industries,332.8,24.8,1977
96,497,Armstrong Rubber,329.4,8.6,1977
97,498,Peabody International,328.0,12.8,1977
98,499,Hoover Universal,327.9,18.1,1977
99,500,Foxboro,327.7,27.4,1977
0,1,General Motors,54961.3,3337.5,1978
1,2,Exxon Mobil,54126.2,2423.0,1978
2,3,Ford Motor,37841.5,1672.8,1978
3,4,Mobil,32125.8,1004.7,1978
4,5,Texaco,27920.5,930.8,1978
5,6,ChevronTexaco,20917.3,1016.4,1978
6,7,Intl. Business Machines,18133.2,2719.4,1978
7,8,Gulf Oil,17840.0,752.0,1978
8,9,General Electric,17518.6,1088.2,1978
9,10,Chrysler,16708.3,163.2,1978
10,11,ITT Industries,13145.7,550.7,1978
11,12,Amoco,13019.9,1011.6,1978
12,13,Atlantic Richfield,10969.1,701.5,1978
13,14,Shell Oil,10112.1,735.1,1978
14,15,U.S. Steel,9609.9,137.9,1978
15,16,DuPont,9434.8,545.1,1978
16,17,Conoco,8700.3,380.6,1978
17,18,AT&T Technologies,8134.6,490.1,1978
18,19,Tenneco Automotive,7440.3,426.9,1978
19,20,Procter & Gamble,7284.3,461.5,1978
20,21,Union Carbide,7036.1,385.1,1978
21,22,Goodyear Tire & Rubber,6627.8,205.8,1978
22,23,Sunoco,6418.1,361.9,1978
23,24,ConocoPhillips,6284.2,516.9,1978
24,25,Dow Chemical,6234.3,555.7,1978
25,26,CBS,6137.7,250.8,1978
26,27,Occidental Petroleum,6006.0,217.9,1978
27,28,Navistar International,5975.1,203.7,1978
28,29,Eastman Kodak,5967.0,643.4,1978
29,30,RCA,5880.9,247.0,1978
30,31,Rockwell Automation,5858.7,144.1,1978
31,32,Caterpillar,5848.9,445.1,1978
32,33,Unocal,5668.5,334.2,1978
33,34,United Technologies,5550.7,196.0,1978
34,35,Bethlehem Steel,5370.0,-448.2,1978
35,36,Beatrice,5288.6,182.6,1978
36,37,Esmark,5280.2,67.0,1978
37,38,Kraft,5238.8,154.1,1978
38,39,Xerox,5076.9,406.6,1978
39,40,General Foods,4909.7,177.3,1978
40,41,Nabisco Group Holdings,4816.0,423.5,1978
41,42,Ashland,4785.6,164.3,1978
42,43,LTV,4703.3,-38.7,1978
43,44,Monsanto,4594.5,275.6,1978
44,45,Amerada Hess,4591.3,178.9,1978
45,46,Firestone Tire & Rubber,4426.9,110.2,1978
46,47,Citgo Petroleum,4388.2,210.2,1978
47,48,Marathon Oil,4252.0,197.0,1978
48,49,Boeing,4018.8,180.3,1978
49,50,3M,3980.3,412.9,1978
50,51,Sealed Air,3976.2,140.5,1978
51,52,Altria Group,3849.5,334.9,1978
52,53,Greyhound,3841.5,82.5,1978
53,54,Colgate-Palmolive,3837.2,160.5,1978
54,55,Ralston Purina,3756.3,142.7,1978
55,56,Georgia-Pacific,3675.0,262.0,1978
56,57,International Paper,3668.9,233.7,1978
57,58,Continental Group,3660.9,143.8,1978
58,59,Gulf & Western Industries,3643.0,150.3,1978
59,60,Deere,3604.0,255.6,1978
60,61,Coca-Cola,3559.9,326.2,1978
61,62,ARMCO,3549.2,119.8,1978
62,63,PepsiCo,3545.7,187.3,1978
63,64,McDonnell Douglas,3544.8,123.0,1978
64,65,American Can,3538.6,114.0,1978
65,66,BP America,3523.2,181.1,1978
66,67,Borden Chemical,3481.3,126.9,1978
67,68,Champion International,3442.3,138.6,1978
68,69,Litton Industries,3440.5,55.9,1978
69,70,Alcoa,3416.5,195.2,1978
70,71,Lockheed Martin,3372.8,55.4,1978
71,72,Getty Oil,3319.4,309.1,1978
72,73,Bendix,3283.2,118.1,1978
73,74,Weyerhaeuser,3282.8,303.9,1978
74,75,Sperry,3270.0,156.8,1978
75,76,TRW,3263.9,154.2,1978
76,77,National Intergroup,3138.9,60.1,1978
77,78,Farmland Industries,3016.4,N.A.,1978
78,79,Signal Companies,2964.4,101.5,1978
79,80,Honeywell Intl.,2922.8,135.3,1978
80,81,Johnson & Johnson,2914.1,247.3,1978
81,82,Honeywell,2911.1,145.1,1978
82,83,General Mills,2909.4,117.0,1978
83,84,Republic Steel,2909.4,41.0,1978
84,85,General Dynamics,2901.2,103.4,1978
85,86,Fortune Brands,2892.0,157.8,1978
86,87,Sara Lee,2891.9,88.1,1978
87,88,Bestfoods,2869.8,132.9,1978
88,89,Raytheon,2818.3,113.2,1978
89,90,Textron,2802.2,136.9,1978
90,91,CBS,2776.3,182.0,1978
91,92,Owens-Illinois,2767.3,91.3,1978
92,93,Wyeth,2685.1,306.2,1978
93,94,Ryerson Tull,2681.6,87.8,1978
94,95,Uniroyal,2581.9,34.8,1978
95,96,Warner-Lambert,2542.7,187.6,1978
96,97,Dresser Industries,2538.8,185.1,1978
97,98,NCR,2521.6,143.6,1978
98,99,PPG Industries,2505.8,91.7,1978
99,100,Chiquita Brands Intl.,2421.9,7.5,1978
0,101,American Cyanamid,2412.3,139.4,1978
1,102,Burlington Industries Equity,2388.2,89.9,1978
2,103,FMC,2373.2,120.6,1978
3,104,Reynolds Metals,2352.8,86.3,1978
4,105,Carnation,2334.7,109.1,1978
5,106,Celanese,2320.0,70.0,1978
6,107,OfficeMax,2315.8,115.6,1978
7,108,Crown Zellerbach,2307.2,109.2,1978
8,109,Singer,2294.3,94.2,1978
9,110,American Motors,2236.9,8.3,1978
10,111,Goodrich,2222.5,60.1,1978
11,112,Teledyne,2209.7,194.1,1978
12,113,Bristol-Myers Squibb,2191.4,174.3,1978
13,114,Kaisertech,2179.6,112.1,1978
14,115,Central Soya,2177.4,12.4,1978
15,116,Kerr-McGee,2164.8,119.2,1978
16,117,Standard Brands,2124.3,68.6,1978
17,118,Nabisco Brands,2117.6,78.0,1978
18,119,Archer Daniels Midland,2114.2,61.4,1978
19,120,Ingersoll-Rand,2112.8,117.7,1978
20,121,Eaton,2110.9,106.3,1978
21,122,GenCorp,2110.1,116.0,1978
22,123,Unisys,2090.8,215.2,1978
23,124,Texas Instruments,2046.5,116.6,1978
24,125,Combustion Engineering,2044.8,67.2,1978
25,126,Pfizer,2031.9,175.4,1978
26,127,BorgWarner,2031.9,104.0,1978
27,128,Iowa Beef Processors,2023.8,30.0,1978
28,129,St. Regis,1996.3,106.8,1978
29,130,Whirlpool,1936.6,109.8,1978
30,131,North American Philips,1916.8,63.7,1978
31,132,Babcock & Wilcox,1877.2,61.8,1978
32,133,Fruit of the Loom,1876.5,129.4,1978
33,134,Whitman,1873.3,78.5,1978
34,135,H.J. Heinz,1868.8,83.8,1978
35,136,Anheuser-Busch,1838.0,91.9,1978
36,137,Motorola,1833.9,106.3,1978
37,138,Mead,1821.8,98.0,1978
38,139,Emerson Electric,1809.2,142.1,1978
39,140,Fruehauf,1796.9,61.0,1978
40,141,Dana,1793.9,107.8,1978
41,142,American Standard,1792.2,100.8,1978
42,143,Campbell Soup,1769.1,107.1,1978
43,144,Lykes,1766.6,-189.7,1978
44,145,Norton Simon,1757.0,101.8,1978
45,146,Kimberly-Clark,1725.5,130.7,1978
46,147,Merck,1724.4,290.8,1978
47,148,Hercules,1697.8,57.9,1978
48,149,Avon Products,1648.5,191.5,1978
49,150,Associated Milk Producers,1640.7,N.A.,1978
50,151,Gould,1619.6,93.6,1978
51,152,American Broadcasting,1616.9,109.8,1978
52,153,Northrop Grumman,1601.4,66.2,1978
53,154,Dart Industries,1601.0,109.2,1978
54,155,Agway,1592.4,N.A.,1978
55,156,Ogden,1592.3,50.0,1978
56,157,Gillette,1587.2,79.7,1978
57,158,NL Industries,1587.0,66.4,1978
58,159,Furniture Brands Intl.,1566.4,76.8,1978
59,160,Levi Strauss,1559.3,129.8,1978
60,161,Grumman,1552.7,32.4,1978
61,162,Quaker Oats,1551.3,67.6,1978
62,163,J.P. Stevens,1539.2,35.2,1978
63,164,Allis-Chalmers,1537.7,67.0,1978
64,165,Kellogg,1533.4,138.2,1978
65,166,Maxus Energy,1530.4,162.1,1978
66,167,Coltec Industries,1525.5,69.5,1978
67,168,Scott Paper,1520.2,99.2,1978
68,169,Eli Lilly,1518.0,218.7,1978
69,170,Control Data,1493.4,63.0,1978
70,171,Del Monte Foods,1483.8,50.9,1978
71,172,Owens Corning,1480.5,112.5,1978
72,173,Kidde,1475.0,56.7,1978
73,174,Olin,1472.5,78.1,1978
74,175,Manville,1461.4,102.6,1978
75,176,Pillsbury,1460.8,57.9,1978
76,177,Martin Marietta,1439.8,102.1,1978
77,178,Charter,1431.8,20.0,1978
78,179,Walter Industries,1422.2,79.4,1978
79,180,Paccar,1419.6,75.5,1978
80,181,Land O'Lakes,1407.6,N.A.,1978
81,182,White Consolidated Industries,1400.0,53.8,1978
82,183,Safety-Kleen,1377.6,37.4,1978
83,184,Hewlett-Packard,1360.0,121.5,1978
84,185,White Motor,1356.4,19.6,1978
85,186,Koppers,1355.7,66.2,1978
86,187,Squibb,1341.6,112.5,1978
87,188,Studebaker-Worthington,1339.1,69.2,1978
88,189,AMAX,1337.7,69.0,1978
89,190,U.S. Industries,1333.6,42.9,1978
90,191,Carrier,1310.4,57.1,1978
91,192,Clark Equipment,1308.5,60.3,1978
92,193,Budd,1284.6,45.9,1978
93,194,Ethyl,1282.1,78.0,1978
94,195,Imcera Group,1280.2,108.2,1978
95,196,Cummins,1263.8,67.0,1978
96,197,Quantum Chemical,1256.0,85.0,1978
97,198,Time Warner,1249.8,90.5,1978
98,199,Pennzoil,1246.9,115.5,1978
99,200,Abbott Laboratories,1245.0,117.8,1978
0,201,Williams,1239.6,65.3,1978
1,202,Stauffer Chemical,1232.8,116.0,1978
2,203,Rohm & Haas,1232.2,43.2,1978
3,204,AMF,1229.2,42.7,1978
4,205,Marmon Group,1219.7,48.7,1978
5,206,Emhart,1199.3,59.4,1978
6,207,Foster Wheeler,1189.0,27.1,1978
7,208,Oscar Mayer,1188.4,35.0,1978
8,209,Genesco,1186.9,-135.8,1978
9,210,Sterling Drug,1183.6,85.8,1978
10,211,Heublein,1178.2,41.6,1978
11,212,USG,1176.9,59.8,1978
12,213,Tesoro,1175.7,-58.1,1978
13,214,Warner Communications,1143.8,70.8,1978
14,215,Revlon,1143.3,97.8,1978
15,216,Chromalloy American,1134.9,37.7,1978
16,217,Pharmacia,1134.3,91.5,1978
17,218,Crane,1133.8,66.2,1978
18,219,Times Mirror,1129.6,96.1,1978
19,220,Murphy Oil,1125.1,47.1,1978
20,221,Corning,1119.6,92.1,1978
21,222,Staley Continental,1116.6,24.5,1978
22,223,Hormel Foods,1106.3,22.0,1978
23,224,Armstrong Holdings,1089.4,40.4,1978
24,225,Union Camp,1081.7,114.7,1978
25,226,FINA,1076.4,39.0,1978
26,227,Tosco,1068.3,12.6,1978
27,228,Pet,1064.1,27.0,1978
28,229,GAF,1063.9,-47.0,1978
29,230,Polaroid,1061.9,92.3,1978
30,231,Digital Equipment,1058.6,108.5,1978
31,232,Gold Kist Holdings,1054.5,N.A.,1978
32,233,Crown Holdings,1049.1,53.8,1978
33,234,Sunbeam/Oster,1046.5,34.1,1978
34,235,Asarco,1045.8,-29.5,1978
35,236,McGraw-Edison,1044.3,57.3,1978
36,237,Sherwin-Williams,1036.0,-8.2,1978
37,238,J.E. Seagram,1032.7,30.5,1978
38,239,Castle & Cooke,1018.8,45.0,1978
39,240,Allegheny International,1002.1,25.4,1978
40,241,Westvaco,1000.6,61.9,1978
41,242,Brunswick,1000.4,37.1,1978
42,243,Zenith Electronics,996.1,-4.7,1978
43,244,MBPXL,986.5,5.3,1978
44,245,Diamond International,978.8,46.9,1978
45,246,Aeroquip-Vickers,978.7,58.9,1978
46,247,National Can,975.8,13.6,1978
47,248,Timken,974.4,74.4,1978
48,249,Wheeling Pittsburgh,966.0,-25.6,1978
49,250,Phelps Dodge,959.4,17.9,1978
50,251,Amstar,950.4,28.1,1978
51,252,Anderson Clayton,948.0,40.9,1978
52,253,Air Products & Chem.,947.2,67.7,1978
53,254,Schering-Plough,940.9,166.7,1978
54,255,United Merchants & Mfrs.,938.3,-191.9,1978
55,256,Jos. Schlitz Brewing,937.4,19.8,1978
56,257,Commonwealth Oil Refining,930.5,-18.0,1978
57,258,Kennecott,925.2,7.3,1978
58,259,Great Northern Nekoosa,923.8,77.3,1978
59,260,Eltra,922.1,42.5,1978
60,261,BOC,920.4,55.5,1978
61,262,Lear Siegler,920.3,37.1,1978
62,263,Evans Products,919.1,42.2,1978
63,264,Kane-Miller,916.7,2.4,1978
64,265,Brown Shoe,892.5,27.1,1978
65,266,MCA,877.6,95.1,1978
66,267,Blue Bell,876.6,70.7,1978
67,268,Premcor,876.0,14.3,1978
68,269,General Signal,875.5,47.9,1978
69,270,Clorox,872.8,32.3,1978
70,271,Lone Star Industries,861.3,29.7,1978
71,272,Norton,847.9,41.3,1978
72,273,Intl. Multifoods,847.0,20.0,1978
73,274,G.D. Searle,846.9,-28.4,1978
74,275,Baxter International,844.4,75.1,1978
75,276,Richardson-Vicks,836.0,57.2,1978
